State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1175,Old Homepage,22.05.2013,Meeting with the Representative of the Abkhaz Foreign Minister in Jordan Ashraf Chkua  ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1176,Old Homepage,21.05.2013,Meeting with the prospective students of MGIMO,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1186,Old Homepage,21.05.2013,"The Information Spread by the Georgian Media That Vanuatu Revoked its Official Recognition of Abkhazia is a Mere Fancy of the Georgian President M. Saakashvili, - the Deputy Foreign Minister Irakli Khintba",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1193,Old Homepage,27.05.2013,A day of remembrance was held in Kefken devoted to the 149th anniversary of the forced migration of the Caucasian peoples to Turkey.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1200,Old Homepage,04.06.2013,Consultations with members of the Russian delegation at the Geneva discussions were held in the Abkhazian Foreign Ministry   ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1208,Old Homepage,05.06.2013,Meeting with Jamie McGoldrick,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1209,Old Homepage,05.06.2013,Information Department Reports about Opening of Web Pages in the Arab Language,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1216,Old Homepage,05.06.2013,"V.A. Chirikba met with B.T. Butba, the authorized representative of the Republic of     Abkhazia on cooperation with the Central and South America.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1221,Old Homepage,07.06.2013,The Enlarged Meeting on the Issues of Informational Policy Takes Place at the Abkhaz Foreign Ministry on July 7,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1234,Old Homepage,14.06.2013,"Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia in the Bolivarian Republic of Venezuela Zaur Gvadzhava visits today the official events dedicated to the 85th anniversary of Ernesto ""Che"" Guevara.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1235,Old Homepage,15.06.2013,"Comment of the Abkhazian Foreign Ministry in connection with the adoption by the UN General Assembly of the Resolution on ""the situation of internally displaced persons and refugees from Abkhazia, Georgia, and the Tskhinvali region / South Ossetia, Georgi",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1236,Old Homepage,15.06.2013,Comment of the Head of Turkey and Middle East Department     of the Abkhaz Foreign Ministry Inar Gitsba in relation to the     Misrepresentation of Information about the Repatriation Process,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1239,Old Homepage,18.06.2013,President Alexander Ankvab discussed with Irakli Khintba the foreign policy of the Foreign Ministry and issues of training of personnel ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1248,Old Homepage,21.06.2013,The Acting Foreign Minister of Abkhazia Oleg Arshba Holds a Meeting with Delegation from Japan,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1257,Old Homepage,25.06.2013,Another Round of the Geneva Discussions on Security and Stability in the South Caucasus ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1259,Old Homepage,22.06.2013,"The Japanese public and political organization “Issuikai” accompanied by Oleg Arshba, the acting     Minister of foreign affairs visited Tkuarchal town.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1270,Old Homepage,26.06.2013,Information Session on Legal Interpretation of Value and Functions of Unilateral Statements Takes Place at the Geneva Discussions,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1277,Old Homepage,28.06.2013,The Deputy Foreign Minister I.R. Khintba Meets with the UNHCR Representatives,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1278,Old Homepage,27.06.2013,Comment of the MFA of Abkhazia on the results of the 24th Round of International Geneva Discussions on Security and Stability in the South Caucasus.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1284,Old Homepage,30.06.2013,Delegation of the Abkhaz Foreign Ministry Arrives in the Republic of San Marino,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1293,Old Homepage,01.07.2013,The municipality of Pesaro sent a request to the Ministry of Foreign Affairs of Italy to recognize the independence of Abkhazia and South Ossetia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1302,Old Homepage,03.07.2013,Message of the Information Department of the Ministry of Foreign Affairs of Abkhazia   ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1303,Old Homepage,02.07.2013,The Abkhaz Foreign Ministry Congratulates the Pridnestrovian Foreign Ministry on the 21st Anniversary of Establishment of the Ministry of Foreign Affairs of the Pridnestrovian Moldavian Republic,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1312,Old Homepage,04.07.2013,Meeting in the office of «Middle East Airways».    ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1316,Old Homepage,04.07.2013,On the Interview of the Deputy Foreign Minister I.R. Khintba,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1328,Old Homepage,08.07.2013,Another Group of Repatriates Arrives in Abkhazia from Syria on July 7 ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1329,Old Homepage,07.07.2013,Message by the Information Department of the Ministry of Foreign Affairs of Abkhazia ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1340,Old Homepage,15.07.2013,Comment by the Information Department of the Abkhaz Foreign Ministry ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1343,Old Homepage,16.07.2013,"Statement by the Ministry of Foreign Affairs of Abkhazia in connection with the seizure of a Turkish vessel ""Pasha"" ",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1360,Old Homepage,19.07.2013,Yasser Maan was Awarded by the Abkhaz Foreign Ministry with the Medal “For Merit” ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1361,Old Homepage,22.07.2013,Deputy Foreign Ministers Oleg Arshba and Irakly Khintba Visit the Sight of Exhumation of the Unidentified Remains of People Perished in the 1992-1993 Patriotic War ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1367,Old Homepage,23.07.2013,The Foreign Minister of the Pridnestrovian Moldavian Republic Nina Stanski Congratulates the Foreign Minister of the Republic of Abkhazia Viacheslav Chirikba on the Day of the National Flag of the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1373,Old Homepage,24.07.2013,The Ministry of Foreign Affairs of Abkhazia sent a congratulatory note on the occasion of the birthday of Simon Bolivar,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1377,Old Homepage,29.07.2013,"The Chamber of Commerce and Industry of the Republic of Serbia and the Chamber of Commerce and Industry of the Republic of Abkhazia held consultations in Belgrade between July 25 and 27, 2013",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1381,Old Homepage,29.07.2013,"The Minister of Foreign Affairs, Viacheslav Chirikba met with repatriates from Syria   ",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1382,Old Homepage,30.07.2013,The Ministry of Foreign Affairs of the Republic of Abkhazia congratulates  the Ministry of Foreign Affairs of the Republic of Vanuatu on the occasion of  the Independence Day of the Republic of Vanuatu. ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1392,Old Homepage,01.08.2013,Alexander Ankvab asked the Minister of Foreign Affairs to prepare a proposal for opening of the Consulate General of Abkhazia in Nalchik in the North Caucasus,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1393,Old Homepage,01.08.2013,In the Foreign Ministry of Abkhazia was held a meeting of the Minister of Foreign Affairs Viacheslav Chirikba with the representatives of the Centre for Environmental Studies of the Hungarian Academy of Sciences and the Botanical Gardens of Hungary,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1401,Old Homepage,04.08.2013,Viacheslav Chirikba sent a congratulatory note to Zaur Gvadzhava on the occasion of the anniversary. ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1402,Old Homepage,06.08.2013,Zaur Gvadzhava was given the diplomatic rank of Ambassador Extraordinary and Plenipotentiary ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1405,Old Homepage,07.08.2013,"Foreign Minister of Abkhazia, V.A. Chirikba met with the former member of Bundestag J. Sperling. ",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1418,Old Homepage,14.08.2013,"On August 14, Abkhazia celebrates the Day of Defenders of the Motherland",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1420,Old Homepage,09.08.2013,In the Abkhazian Foreign Ministry was held a meeting with representatives of the UNHCR,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1423,Old Homepage,14.08.2013,Meeting with the Representative of the Abkhaz Foreign Ministry in the Republic of Tunisia O. Barkaui ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1430,Old Homepage,16.08.2013,"Meeting of the Foreign Minister Viacheslav Chirikba with the Member of the Group for the Study of Genealogy and Preservation of the Cultural Heritage of the Peoples of the Kabardino-Balkar Republic, the Hero of Abkhazia Aslanbek Mirzoev",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1434,Old Homepage,19.08.2013,The Ambassador of the Republic of South Ossetia in the Republic of Abkhazia Oleg Botsiev Presents Copies of Credentials to the Abkhaz Foreign Minister Viacheslav Chirikba ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1441,Old Homepage,22.08.2013,"Viacheslav Chirikba ""Achieving international recognition is one of the main foreign policy objectives of the Republic of Abkhazia and, consequently, the Foreign Ministry of Abkhazia""",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1445,Old Homepage,27.08.2013,Sergey Lavrov congratulated Viacheslav Chirikba with the five-year anniversary of the recognition,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1446,Old Homepage,27.08.2013,Today in the town of Sarroch (Italy) was signed a protocol of friendship and cooperation between the town of Gagra and the town of Sarroch,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1447,Old Homepage,28.08.2013,«Russian Influence in Abkhazia Certainly Does Exist»,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1454,Old Homepage,28.08.2013,George Hewitt  Awarded by the Abkhaz Foreign Ministry with the Medal “For Merit”,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1464,Old Homepage,30.08.2013,Meeting of V.A. Chirikba with an International Group of Explorers Cave Krubera - Voronya,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1465,Old Homepage,30.08.2013,The Staff of the Abkhaz Foreign Ministry Observes a Moment of Silence to Honor the Memory of the Disappeared,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1470,Old Homepage,02.09.2013,Information by the Press Service of the Abkhaz Foreign Ministry,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1471,Old Homepage,02.09.2013,Meeting with the EU Delegation,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1473,Old Homepage,02.09.2013,Congratulations on the occasion of the 23d anniversary of the establishment of the Transnistrian Moldovan Republic.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1474,Old Homepage,02.09.2013,Participation in the Ceremonial Welcome of Schoolchildren at Eshera the School in Eshera Village,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1497,Old Homepage,09.09.2013,Statement of the Abkhaz Foreign Ministry,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1505,Old Homepage,06.09.2013,"On September 5, 2013 an exhibition «Mountainous Abkhazia» was opened by invitation of Giuseppe Arzilli, a holder of  the private gallery «Arzilli» in San Marino.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1506,Old Homepage,09.09.2013,"On 9 September,2013 since morning V. A. Chirikba, the Minister of Foreign Affairs has visited a place of D.V.Vishernyov’s death, the 1-stSecretary, Vice-Consul of the Embassy of the Russian Federation to the Republic of Abkhazia. ",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1507,Old Homepage,09.09.2013,"The Abkhaz Foreign Minister Viacheslav Chirikba Meets with Participants of the Project “Travelling Around the World” Chan Yong Von, Park Yong Gon and Li Hihvan",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1530,Old Homepage,11.09.2013,Representatives of the Federation of the Abkhaz Cultural Centers in Turkey Visit the Consulate General of the Russian Federation in the Republic of Turkey ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1531,Old Homepage,11.09.2013,Visit to the Embassy of the Russian Federation ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1532,Old Homepage,11.09.2013,Discussion on the work plan of the Cooperation Commission of the People’s Assembly- Parliament of the Republic of Abkhazia and the Federation Council of the Federal Assembly of the Russian Federation.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1544,Old Homepage,13.09.2013,Meeting with the Co-Chairs of the Geneva Discussions,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1581,Old Homepage,23.09.2013,The Arabic-language version of the official site of the Ministry of Foreign Affairs of the Republic of Abkhazia is up and running,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1582,Old Homepage,13.09.2013,"Meeting with S. Karganovich, Chairman of the public organisation ""Historical Srebrenitsa Project""",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1583,Old Homepage,17.09.2013,Meeting with G.L. Gagulia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1584,Old Homepage,18.09.2013,Meeting with the representatives of charity-foundations of Russia and Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1585,Old Homepage,18.09.2013,"Meeting with Eric Baudelaire, film-director from France",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1586,Old Homepage,19.09.2013,Participation in a meeting of the Commission on Inter-Parliamentary Cooperation.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1587,Old Homepage,19.09.2013,Participation in a General meeting of the Academy of Sciences of Abkhazia.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1632,Old Homepage,02.10.2013,"The meeting of V.A. Chirikba, the Minister of Foreign Affairs withTsialaChachibaya,  the representative of the MFA of Abkhazia in Italy.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1633,Old Homepage,30.09.2013,"OnSeptember 30, 2013, Abkhazia celebrates the 20-th anniversary of its Victory in the Patriotic war of the Abkhazian people.",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1634,Old Homepage,01.10.2013,The meeting of V.A. Chirikba with D.Sanakoev. ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1635,Old Homepage,01.10.2013,Diplomatic reception in Venezuela,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1636,Old Homepage,02.10.2013,"The meeting of V.A. Chirikba, the Minister of Foreign Affairs with the representative of the MFA of Abkhazia in the Republic of France. ",NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1641,Old Homepage,24.09.2013,The Ministry of Foreign Affairs of Abkhazia gives its most heartfelt condolences in connection with the latest act of terrorism in Yemen.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1642,Old Homepage,29.09.2013,Meeting of V.Chirikba with the Honourable consul of the Republic of Abkhazia in the People's Republic of China Ge Chzhili.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1643,Old Homepage,29.09.2013,The Abkhazian Foreign Minister V.A. Chirikba held a meeting with the Transdniestrian Foreign Minister Nina Shtanski.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1644,Old Homepage,30.09.2013,On 30 September in Representation of the Republic of Abkhazia in Transdniestria a reception was held on the occasion of the 20th anniversary of the Victory of the Patriotic war of the people of Abkhazia of 1992-1993.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1645,Old Homepage,02.10.2013,Meeting with representatives of Federation of the Abkhazian cultural centers in Turkey.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1652,Old Homepage,03.10.2013,Congratulations on Victory Day by Murat Yagan,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1669,Old Homepage,10.10.2013,Meeting with the Representatives of the Russian Foreign Ministry ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1678,Old Homepage,17.10.2013,The Foreign Ministry of the Pridnestrovian Moldavian Republic Sends Congratulatory Note on the 14th Anniversary of Adoption of the Independent Statehood Act of the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1680,Old Homepage,17.10.2013,The MFA of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Bolivarian Republic of Venezuela.  ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1701,Old Homepage,21.10.2013,On the meeting with the UN program coordinator Niels Scott ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1707,Old Homepage,18.10.2013,Meeting with representatives of civil society organizations  ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1716,Old Homepage,22.10.2013,On the meeting with V. Donto,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1721,Old Homepage,24.10.2013,On the participation of the officers of the Ministry of Foreign Affairs of Abkhazia in the mobilization command and staff exercises,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1730,Old Homepage,29.10.2013,On appeal of the Ministry of Foreign Affairs of Abkhazia to the UN General Assembly President George W. Ash,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1737,Old Homepage,29.10.2013,Ambassador of Abkhazia in Russia took part in the gala evening dedicated to the 68th anniversary of establishment of diplomatic relations between Russia and Ecuador,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1738,Old Homepage,30.10.2013,October 30 in the Republic of Abkhazia is the Remembrance Day of victims of political repressions.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1741,Old Homepage,07.11.2013,Message by the Abkhazian Foreign Ministry on the results of the 25th Round of the Geneva Discussions on Security and Stability in the South Caucasus ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1746,Old Homepage,08.11.2013,Abkhazia and South Ossetia Appeal to Italy and San Marino to Recognize Their Independence,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1749,Old Homepage,08.11.2013,Ambassadorof Abkhazia in the Russian Federation and the President of Nauru Discuss Prospects for Cooperation between Abkhazia and Nauru ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1758,Old Homepage,13.11.2013,Alexander Ankvab and Igor Akhba Discuss the Work of the Abkhaz Embassy in Russia ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1763,Old Homepage,21.11.2013,Meeting with G.S. Kupalba,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1771,Old Homepage,24.11.2013,Address of the Minister of Foreign Affairs of the Republic of Abkhazia Viacheslav Chirikba to the representatives of the Abkhazian Diaspora in the Republic of Turkey on the occasion of regular elections of the Chairman of the Federation of Abkhaz cultural,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1772,Old Homepage,24.11.2013,Another Elections of the Chairman of the Abkhaz Cultural Centres in Turkey,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1773,Old Homepage,22.11.2013,On November 22 a press-conference of the Minister for Foreign affairs V.A. Chirikba was held in the   MFA of Abkhazia relating to the outcomes of the 25 round of the Geneva discussions and working visit   of the MFA delegation to Europe.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1786,Old Homepage,25.11.2013,The Foreign Minister Viacheslav Chirikba met with the Honorary Consul of the Republic of Abkhazia in the UK George Hewitt,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1787,Old Homepage,26.11.2013,Nina Stanski Congratulates Viacheslav Chirikba on Constitution Day ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1788,Old Homepage,29.11.2013,Meeting of the Foreign Minister V.A. Chirikba with the Co-Chairs of the Geneva Discussions ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1803,Old Homepage,04.12.2013,On December 4 Internet Site MARHABAABKHAZIA Launched,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1811,Old Homepage,25.11.2013,Another Election of the Chairman of the Federation of the Abkhaz Cultural Centres in Turkey,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1815,Old Homepage,13.12.2013,Establishment of a Web-Site ALTINPOST (Information Site “The Golden Fleece”),NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1816,Old Homepage,11.12.2013,Nodar Pliev Awarded by the Abkhaz Foreign Ministry with the Medal “For Merit”,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1820,Old Homepage,16.12.2013,Another Round of the Geneva Discussions on Security and Stability in the South Caucasus to Take Place on December 18,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1821,Old Homepage,13.12.2013,Viacheslav Chirikba met with the Ambassador of the Republic of Abkhazia in Venezuela Zaur Gvadzhava.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1822,Old Homepage,12.12.2013,ViacheslavChirikbaCongratulates the Foreign Minister of the Republic of Nicaragua Samuel Santos Lopez on His Birthday,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1844,Old Homepage,24.12.2013,Meeting with Vladimir Avidzba,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1845,Old Homepage,23.12.2013,Viacheslav Chirikba and Irakli Khintba Inform the President About the Results of the Recent Round of the Geneva Discussions.,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1851,Old Homepage,26.12.2013,Final Meeting of the Public Expert Council under the Ministry of Foreign Affairs of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1857,Old Homepage,14.01.2014,Abkhaz Flag Placed on Aconcagua Peak,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1863,Old Homepage,16.01.2014,The Ministry of Foreign Affairs of the Republic of Abkhazia comments on the recognition by Hungary of the Georgian so-called “neutral passports”,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1866,Old Homepage,17.01.2014,The Board Meeting of the MFA of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1873,Old Homepage,22.01.2014,Nina Shtanski congratulated Viacheslav Chirikba on the 21st anniversary of the signing of the Treaty of Friendship and Cooperation between the Pridnestrovian Moldavian Republic and the Republic of Abkhazia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1874,Old Homepage,23.01.2014,Meeting with the Head of the Representative Office of Pridnestrovie in the Republic of Abkhazia Garry Kupalba ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1875,Old Homepage,23.01.2014,Meeting with the UN representative Anti Turunen was held in the Abkhazian Foreign Ministry,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1876,Old Homepage,23.01.2014,Message by the Consular Service of the Abkhaz Foreign Ministry,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1883,Old Homepage,24.01.2014,On the meeting with the EU Special Representative Philippe Lefort,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1886,Old Homepage,24.01.2014,Press Conference by the Participants of the Ascent of Summit Aconcagua Tengiz Tarba and Vladimir Guliya Held at the Abkhaz Foreign Ministry ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1899,Old Homepage,30.01.2014,Alan Elbakiev appointed as ambassador of Abkhazia in South Ossetia,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1900,Old Homepage,31.01.2014,Alexander Ankvab Congratulates the President of the Republic of Nauru Baron Divavesi Waqa on Independence Day ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1901,Old Homepage,31.01.2014,The Ministry of Foreign Affairs of Abkhazia sent a congratulatory note to the Ministry of Foreign Affairs of the Republic of Nauru on the occasion of Independence Day. ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1907,Old Homepage,03.02.2014,Statement of the Abkhaz Foreign Ministry ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1912,Old Homepage,05.02.2014,Meetings with the UN Special Agencies,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1918,Old Homepage,05.02.2014,Foreign Minister Congratulates Igor Akhba on His Jubilee ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1921,Old Homepage,06.02.2014,Presentation of credentials to the appointed Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia in the Republic of South Ossetia Alan Elbakiev,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1926,Old Homepage,10.02.2014,Congratulations  to the Russian Foreign Minister Sergey Lavrov on the occasion of the Russian Diplomats' Day ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1931,Old Homepage,11.02.2014,Congratulations to the Secretariat of State of Vatican on Independence Day ,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1933,Old Homepage,11.02.2014,Visiting the China House in Sochi,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1974,Old Homepage,13.02.2014,Meeting with the Delegation of the PRC,NA
Abkhazia,2021-05-26,http://old.mfaapsny.org/en/information/index.php?ID=1975,Old Homepage,14.02.2014,Ambassador of the Republic of Abkhazia Awarded with the Highest Award of the Russian Foreign Ministry,NA
